"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",0.336612646119247,0.185216965007114,0.824435405658783,0.456399704265977,0.229510314021273,0.280987119630317,0.820195567194962,0.208335610869702,0.233496718279619,0.450781434066025,0.0736047380752742,0.089853431558067,0.496859196494951,0.275964099117369,0.856364791057776,0.109460591563505,0.713376048164526,0.162572657091164,0.695715043252151,0.83229917441931,0.110031662193272,0.398561883937469,0.0712465308059918,0.518612511310162,0.166069354145501,0.231152048098457,0.757214875608039,0.413888194199854,0.718944746769743,0.159591320231498,0.626815683132938,0.296980760615154,0.269736682477999,0.255433897355335,0.107096605443253,0.245136023853783,0.988912985826562,0.740028895873107,0.533485669032996,0.0887528327879871,0.238734050675929,0.324173087125932,0.040550560367945,0.0731762822446911,0.96876263325863,0.654714483029833,0.565185017947768,0.375184565807147,0.697787645393298,0.167717198170605,0.783679966282137,0.30747205093675,0.872996669149055,0.54055587303199,0.765890865931267,0.565650366482285,0.602250209067159,0.374785514938747,0.801621345093704,0.697037971755145,0.592905674048301,0.567892344754785,0.743687039110428,0.0207626602646353,0.00680114279030858,0.756526417716845,0.465262443887768,0.589171970349443,0.173038711113447,0.120470460050378,0.244472507670122,0.293661371492471,0.770240551284789,0.210656586777249,0.379311231406529,0.238816524870247,0.820365943063602,0.0760282936478915,0.0830121506035667,0.801096296655846,0.500877835035968,0.495250224978202,0.527950175097798,0.341454900129736,0.473623087900051,0.0366105984290984,0.127908129551221,0.744734705846237,0.576049883957525,0.328755717753887,0.139541985321866,0.901223647938006,0.463967296490822,0.094273260680264,0.679974159903148,0.421888490314813,0.689364549284548,0.712602308605556,0.634133093341977,0.319750604583527
"2",0.597174940201772,0.0232774178934499,0.871895692680473,0.603915960658442,0.476346532485043,0.383402336580396,0.152331894456042,0.462729814796744,0.871654657816878,0.878995251724007,0.876594490560761,0.276097924122495,0.90912399979675,0.632204732867103,0.839052490058725,0.188570876034519,0.517683533004608,0.0551137773240659,0.619040047885643,0.510496892763771,0.2687526492786,0.0657126048458195,0.275426077009276,0.705707712777879,0.712898335816991,0.181850928150802,0.570252412177745,0.109216918854922,0.492561441592489,0.631288006050538,0.428412257152203,0.281171346386621,0.139321939953151,0.847015631797555,0.0382697622744426,0.37897584344944,0.204733205632282,0.0542448641657379,0.417379383800826,0.97779887375818,0.476664430805617,0.253775041183376,0.776451493864918,0.796365136257799,0.28668699250284,0.179580467961816,0.416485857978129,0.113802866978113,0.29435873301101,0.790134141095044,0.0521818084341956,0.48713769633627,0.567033800878429,0.703715643849152,0.206650873579038,0.0957081653485449,0.656800006879981,0.727504956904499,0.336793127765706,0.508703814400183,0.591549867230101,0.727753784030133,0.882003690744547,0.682340107532569,0.215841971192331,0.897978537937977,0.045528254475631,0.367044353269019,0.392421319043864,0.287302686757523,0.186383739081168,0.148145060437973,0.686251536010179,0.225742057577831,0.306360448429351,0.95736108061685,0.344485301277005,0.0538267295242231,0.47300364714941,0.0876901003838929,0.772800163058909,0.747915868831844,0.345465756051922,0.741325205959724,0.484400867704574,0.311516981063284,0.806922337325967,0.693550426442782,0.819085671890498,0.31838540090522,0.301136785330936,0.92385151811807,0.131258844982494,0.880124126466223,0.541759907772116,0.625265919630431,0.342408018183821,0.91705688278998,0.167429420414093,0.688935079920542
"3",0.167041050689381,0.108327014522196,0.383377802450117,0.270539920335856,0.693150480755234,0.968030001409826,0.949699569624621,0.749489942254415,0.873086393040232,0.308145791395359,0.484098929842807,0.133187998237221,0.55259687467569,0.702878204347523,0.167093828362482,0.214678202284392,0.670508980138349,0.886584490713169,0.192460244340718,0.386275144018077,0.12221251718324,0.699616505223206,0.468456136800382,0.0332333897435138,0.785798874451313,0.199084249190051,0.15360173957987,0.742130442806252,0.433516884669918,0.237330269407956,0.885361672071859,0.683373722225941,0.311215753352725,0.764970486009127,0.211926542672112,0.73670633618515,0.0783106868060518,0.342968263623585,0.837924945358493,0.503206704729152,0.515938803216189,0.31548960742499,0.243126079235018,0.442826771628432,0.811344443225651,0.834943655826626,0.0605163332392321,0.920790436625409,0.842580453130515,0.924252954132196,0.0455067334440478,0.16267944765969,0.586830857352319,0.61930935409126,0.501949007800742,0.332606272123521,0.626008140385211,0.731056405163986,0.607094734434602,0.570599911091522,0.899897707228725,0.282503407941701,0.459414551102274,0.332043089173226,0.7314687026025,0.855010609391822,0.0963547223516303,0.456569602166178,0.715450451097098,0.679798275531545,0.958766847975435,0.326691485445738,0.84031896704964,0.758411707901434,0.00586909447810926,0.852976580477399,0.413873812374684,0.982832002971909,0.785867446112896,0.129659237965291,0.459397401869149,0.164934611966253,0.802791652116857,0.72555006192434,0.917005969672209,0.980555190730694,0.912014685452592,0.355077984768485,0.0942593224584448,0.752949211881631,0.625509226432729,0.540337189936548,0.23992962331813,0.0512611169136567,0.609159370696519,0.583101885273767,0.906657170344552,0.597841598186099,0.428345460769571,0.248980909828897
"4",0.104825462623571,0.126619876571681,0.145257908441443,0.25593103876463,0.382444123278678,0.173984853336291,0.15748580065795,0.309576092644363,0.0462621068070666,0.541999831100767,0.781129372174966,0.83248557688392,0.314509360362558,0.616309007117261,0.630012878827322,0.892191353193999,0.58431959681346,0.731615268355493,0.54147273854039,0.154522975264266,0.5184706576522,0.495943387623091,0.578059265572458,0.89676699429017,0.50385334522157,0.614923689160654,0.200830651845993,0.511570627648851,0.814668269223593,0.411017479475261,0.698124358587634,0.501296813869252,0.592450635381209,0.288023799604979,0.821891829672267,0.788711597726883,0.200799265564448,0.153309855204353,0.408531076207194,0.0961410059304141,0.909889607597705,0.194360730372995,0.578847413183164,0.291097649325745,0.462232477692085,0.110371832907241,0.623692096896851,0.229552780861173,0.669165975586777,0.772673147122959,0.10750420001353,0.32968859481951,0.475618165626074,0.259600977557588,0.779166094618208,0.136724547246366,0.319216063171763,0.853749608157677,0.455548571001436,0.44445355987115,0.925518661010949,0.245874437121377,0.26977555440119,0.688717822135552,0.796699911058232,0.422002906755774,0.451863299694108,0.931610349338418,0.209674274718885,0.813116865731444,0.102128104453786,0.917771208866418,0.35524056900657,0.696255409871062,0.0496726312518914,0.578254078381764,0.299215502301799,0.944545298953958,0.888569384869543,0.564404143093661,0.425737702009571,0.615015386822818,0.358480458063197,0.547656772919011,0.607445210360046,0.581229666128137,0.480969797256867,0.815579415633147,0.824014624358141,0.450231734427912,0.368649005765135,0.274376348040291,0.295213304707969,0.23897620209205,0.0438020641130434,0.520657235200739,0.0216135139498445,0.969993580195124,0.356773349688179,0.32440787627895
"5",0.721912883096351,0.184154575650905,0.784219222262326,0.606860372086195,0.846383787263145,0.60338555988587,0.66477024719194,0.723349037597315,0.318877205795794,0.552528889640964,0.779036701152876,0.447083173632576,0.476850939214383,0.887295770062529,0.711146899156753,0.528380756772051,0.479879675055721,0.501930384678782,0.922318875804018,0.679500627559616,0.577033165241946,0.782463745782137,0.625305823355721,0.277447045646101,0.235911931192813,0.422495447653397,0.551543343775676,0.256953050495305,0.672687667973023,0.892312846619996,0.909068856117437,0.637806892416677,0.552758142169226,0.807015387928182,0.843924206110893,0.695936532772169,0.713030754925752,0.8248138443606,0.28820161209386,0.336696500526495,0.663610383778296,0.828147236126024,0.679842544993576,0.415883848557695,0.871088001389577,0.587988445173003,0.627449706672099,0.345408611861824,0.758551361781628,0.901322021619657,0.281322485999804,0.764396543513626,0.849900447794099,0.689827358919991,0.80749700641838,0.903663051503154,0.171066235513082,0.804897395317957,0.82610978693492,0.965780121232331,0.865509178354634,0.584579452929769,0.570505450052447,0.874373369386533,0.836645348642924,0.512709672496875,0.573342579406933,0.221364088062793,0.892810414493119,0.220746937454457,0.2787100587286,0.315226086155346,0.782060802982215,0.886874092845301,0.593503468645231,0.437162129483018,0.155505620039703,0.832987243320694,0.567593113762838,0.994190653866848,0.891447298734886,0.75658957276708,0.663980269587459,0.2496741449052,0.672070382213433,0.752315542568082,0.83808737677893,0.771027072370583,0.660176684451992,0.640952797512107,0.207341048003042,0.463312694155557,0.893412376556687,0.658462292489228,0.716779638067202,0.184711912590975,0.181703798558574,0.174823134263971,0.555723698021826,0.93130991096619
"6",0.713312204320629,0.439257945409889,0.573480257314901,0.452362168998995,0.374309122798769,0.41349762212401,0.499942495197356,0.725411834001281,0.487915248645572,0.310397455038318,0.310046501385746,0.505294085896992,0.413239491675113,0.890354216265428,0.826030591868796,0.951859015039643,0.259608300731373,0.462640447317769,0.135423289537899,0.877323011817013,0.515650465699243,0.573142210642208,0.990983066866752,0.392695267968049,0.690792029928957,0.488797440782069,0.575426013962225,0.670370874883013,0.0839325468644858,0.747276110534778,0.306929729700566,0.519639806959118,0.748485159951086,0.336804633813524,0.210820587355345,0.882083701932642,0.216203294521376,0.544830514619615,0.958711597666335,0.901999908455867,0.475044876737364,0.433399116469949,0.100632129169042,0.496331438411638,0.123881889515211,0.922717898254746,0.715886495132208,0.448093277169631,0.221400776207152,0.719913420116811,0.417213513071796,0.122050138418373,0.138992402135722,0.430195362581127,0.524097447414155,0.314627677297261,0.959246937990081,0.517215422218048,0.448473226609436,0.645545397450575,0.593658746795869,0.226433125411515,0.832794718914541,0.400370518112668,0.147854990748376,0.507528197099163,0.806719397442505,0.610516897632706,0.612027468675792,0.358177099702995,0.112002597127685,0.650080173062594,0.832257793782178,0.775453336495354,0.968086372778955,0.745153566306855,0.661967053916794,0.383288092794314,0.375015860502113,0.589174872292898,0.832464840572749,0.425613133461738,0.496644509074758,0.866664327094125,0.0733429380951851,0.415253554215744,0.792769992047552,0.75396649256142,0.0956642974950616,0.473543913202727,0.906866043587942,0.976632389592673,0.825544495271085,0.161954128667476,0.565837005335154,0.716476667105144,0.732437038480762,0.847362900343416,0.743898823959281,0.396980388385457
"7",0.855051486746731,0.0600097614089818,0.747877493909725,0.976362707932607,0.952084063018558,0.168953736839451,0.950140131944377,0.391025365011303,0.656913660304663,0.839225081266132,0.567875229743117,0.00101565242406668,0.839899927054514,0.998887856133071,0.280940278910525,0.96670440043679,0.111816416817823,0.81128101219744,0.358039823884088,0.109557508180305,0.969541270945357,0.82806206777106,0.68710719509367,0.261409450498061,0.0759678420255231,0.289967338252871,0.0113181361730143,0.474920454824071,0.845068464648325,0.0363779818084933,0.983910023004142,0.612473274163931,0.647279121754498,0.91137362490588,0.992032352596107,0.314389154399043,0.0595584360977246,0.328419344199159,0.0563820611033523,0.403811735017939,0.95780682184503,0.149126191513515,0.224710853575723,0.652706694573157,0.192411700668917,0.951392230532535,0.415067378253218,0.800577715007585,0.539239246014544,0.413220917425229,0.807426098835009,0.935069612664933,0.540817696651641,0.0468621675920854,0.0572941425667726,0.584659270379135,0.210947935576564,0.114936328506582,0.424513089368437,0.422603996539911,0.911695330293296,0.0972897628691511,0.827592364407852,0.409040531413895,0.775329595118426,0.85267212828415,0.417799168932361,0.931530542893578,0.795999073021724,0.737947728675742,0.0555015408094917,0.575897263759809,0.548143221283169,0.15829149672456,0.007067026203486,0.113274121096373,0.509808679018912,0.00380978448981775,0.0326863315636496,0.880767521012957,0.621649334412243,0.780645880877564,0.509509251204362,0.0333480455638042,0.32381771929091,0.509713043435195,0.623758931324723,0.379412981519756,0.90440993528789,0.545586344893391,0.656087098119911,0.98553137043289,0.515131916285519,0.157474422637862,0.929425916991677,0.674916532792374,0.310319812306662,0.523158679663436,0.332826585409412,0.585009505832848
"8",0.110222310152595,0.576654686749902,0.0488241727523207,0.777678166578332,0.984453860457967,0.626588995747972,0.376209805857583,0.112685122659403,0.156945479560469,0.985205299188975,0.403882111207838,0.27673828537695,0.0444678603020304,0.663441321137505,0.92096985045625,0.560609186799249,0.945551162112811,0.615059340509857,0.429848442176373,0.0204521114947027,0.138673715012723,0.792445193212114,0.922341551768602,0.823322697116712,0.862444667925297,0.768749922868445,0.754171940730364,0.299731949502396,0.683261419420276,0.753978758319173,0.701972766638093,0.883574423238625,0.442157409955224,0.602065971746601,0.589722827191329,0.209099897790885,0.0422733164170811,0.729246355393565,0.345414381161386,0.60787583686495,0.884577490124041,0.579167413706159,0.127376666269824,0.588495646562502,0.797130115652928,0.164747428706436,0.485111939318103,0.523647636396056,0.927204273292747,0.125753238560147,0.902326979962182,0.202823801735078,0.455025843844783,0.890933231138987,0.984203194247727,0.937716203576748,0.951161021997307,0.357132064001738,0.8561988210846,0.484812010032558,0.0133108372374312,0.95974150725831,0.627099775647777,0.857794715707904,0.705223263057824,0.12642078852566,0.987173212206586,0.331693616397533,0.0784973854363651,0.876523974227519,0.478022352471684,0.585580657551706,0.290479704419199,0.923841234352283,0.226466565263014,0.609901190903215,0.861284223010677,0.885060662102248,0.84695504469724,0.413381704892233,0.717924694731235,0.529193081366197,0.985837979226779,0.458589463030878,0.578556111244008,0.0704335168821435,0.889065681023986,0.987507149766969,0.989377759401915,0.943799346016308,0.067376002237012,0.575079942294998,0.605776606620063,0.0764296655122697,0.98374831601546,0.558554282508536,0.255570449927086,0.903112441040576,0.455722662755875,0.189279286359008
"9",0.450211719576374,0.628913232436923,0.777170363762351,0.257527441174287,0.0486273624207651,0.488325962337456,0.875521124029298,0.825496405785197,0.789267921167098,0.0988971828730704,0.0733269755145635,0.257195699060179,0.242861172566611,0.908387930458579,0.655190210337309,0.772274899616117,0.787493368933963,0.0092483394915259,0.0415717724773837,0.0903760842838871,0.971353055348881,0.945084931397173,0.178124240672788,0.617506767285091,0.0345216637213076,0.441337158580794,0.286593257734946,0.147366576962357,0.724447094823751,0.561169142282911,0.146367204959022,0.769824359790013,0.524116585987449,0.604745051878892,0.600869907564438,0.104270385583826,0.335916465809142,0.496041422161331,0.467935663589183,0.544831065118611,0.418699274670103,0.877337738417155,0.962140083715828,0.327635204214587,0.369366823119878,0.627123706480535,0.623564804550268,0.817822338684417,0.136608884362832,0.316322020787451,0.368439210342314,0.839556067831162,0.227320596924147,0.362757644937019,0.807604583410792,0.220351923148851,0.198997513433268,0.743404376005423,0.221233823238447,0.63609358336527,0.494837090380103,0.424738993640167,0.367965738274251,0.362211270539387,0.864235911974311,0.160011584314635,0.804698711982087,0.323104864534833,0.24216925167506,0.316746671725481,0.932261849412581,0.482078982308947,0.118419062442265,0.448115121471828,0.588478746282705,0.586048841776944,0.943043057579101,0.125273595641703,0.706048780743714,0.451550073278213,0.269617594145241,0.238466147122889,0.320402991202695,0.732490978301224,0.720677626372859,0.0162768790683681,0.870332879511977,0.696906685430709,0.294882031722627,0.147155009899635,0.621622717290455,0.585212367413646,0.705061339613781,0.45909376675947,0.496624638258622,0.37875289105042,0.994160889078823,0.481844201215615,0.158691613158524,0.7024291968321
"10",0.773018089814041,0.622176444062343,0.902781489026299,0.918874897256612,0.982185827939299,0.724415323357783,0.977962364470309,0.519700573264718,0.993628614206295,0.43657986499441,0.574370490251274,0.444494452368702,0.541441481367318,0.514608327992691,0.487836790998534,0.789075389091532,0.678687917385381,0.47752630694317,0.889039834104618,0.737507804301874,0.134493126743425,0.787799843549413,0.598939973682499,0.304068183649764,0.219456353684512,0.753185289818596,0.132141085062329,0.0857580526596353,0.283580465604771,0.792605735760355,0.570976010733145,0.813440340747839,0.906216052804671,0.641701039888108,0.365258986760012,0.819695751354904,0.168915830249621,0.513867305391012,0.434533431143081,0.755576971750591,0.752543871916014,0.207719284059973,0.845851631136404,0.585827682982758,0.717817627820942,0.510150238007811,0.15028324802977,0.24374158622969,0.65445788839755,0.607154242493561,0.952243180022197,0.925076627324656,0.282577383305083,0.774388593083942,0.983524994343433,0.956714876863192,0.707246325566825,0.802198530601747,0.872962103102925,0.562032808346915,0.789192950851985,0.994495031261343,0.0936671543059724,0.531956751419889,0.509916939289428,0.587531099357195,0.496051865959697,0.648345128827291,0.643490410786011,0.860950611132909,0.886623767491505,0.900971601253875,0.0908043532997456,0.990973875837751,0.630957175797992,0.334618677026983,0.457324187159117,0.816724675682808,0.963038450301111,0.872665208894642,0.877981324431909,0.908055304028934,0.451018177828767,0.744189320014013,0.216636150932834,0.80379846721887,0.92810417613337,0.599736802279479,0.755504409475766,0.423305186367979,0.684762643251437,0.292251843006579,0.471395560154414,0.395026924798675,0.17192316283166,0.435467348819446,0.224557209039794,0.950849918869761,0.734978232106404,0.632712608505382
